time,user_id,event,language
1625939645,user_sw3kh5lxfre9o3ct,message_received,es
1625939700,user_sw3kh5lxfre9o3ct,message_received,es
1625940004,user_sw3kh5lxfre9o3ct,message_sent,es
1625940200,user_sw3kh5lxfre9o3ct,message_sent,es
1625940254,user_sw3kh5lxfre9o3ct,message_received,es
1625940373,user_sw3kh5lxfre9o3ct,message_sent,es
1625940626,user_sw3kh5lxfre9o3ct,message_received,es
1625940779,user_sw3kh5lxfre9o3ct,message_received,es
1625940885,user_sw3kh5lxfre9o3ct,message_sent,es
1625941042,user_sw3kh5lxfre9o3ct,message_sent,es
1625941205,user_sw3kh5lxfre9o3ct,message_received,es
1625941539,user_sw3kh5lxfre9o3ct,message_received,es
1625941864,user_sw3kh5lxfre9o3ct,message_received,es
1625941951,user_sw3kh5lxfre9o3ct,message_received,es
1625942116,user_sw3kh5lxfre9o3ct,message_received,es
1625942282,user_sw3kh5lxfre9o3ct,message_sent,es
1625942345,user_sw3kh5lxfre9o3ct,message_received,es
1625942480,user_sw3kh5lxfre9o3ct,message_received,es
1625942533,user_sw3kh5lxfre9o3ct,message_sent,es
1625942686,user_sw3kh5lxfre9o3ct,message_sent,es
1625943022,user_sw3kh5lxfre9o3ct,message_received,es
1625943152,user_sw3kh5lxfre9o3ct,message_received,es
1625943399,user_sw3kh5lxfre9o3ct,message_sent,es
1625943645,user_sw3kh5lxfre9o3ct,message_sent,es
1625943674,user_sw3kh5lxfre9o3ct,message_received,es
1625943773,user_sw3kh5lxfre9o3ct,message_received,es
1625943874,user_sw3kh5lxfre9o3ct,message_received,es
1625944103,user_sw3kh5lxfre9o3ct,message_received,es
1625944228,user_sw3kh5lxfre9o3ct,message_received,es
1625944247,user_sw3kh5lxfre9o3ct,message_received,es
1625944538,user_sw3kh5lxfre9o3ct,message_sent,es
1625944617,user_sw3kh5lxfre9o3ct,message_sent,es
1625944621,user_sw3kh5lxfre9o3ct,message_sent,es
1625944778,user_sw3kh5lxfre9o3ct,message_sent,es
1625945050,user_sw3kh5lxfre9o3ct,message_received,es
1625945147,user_sw3kh5lxfre9o3ct,message_received,es
1625945193,user_sw3kh5lxfre9o3ct,message_received,es
1625945223,user_sw3kh5lxfre9o3ct,message_sent,es
1625945344,user_sw3kh5lxfre9o3ct,message_received,es
1625945373,user_sw3kh5lxfre9o3ct,message_received,es
1625945687,user_sw3kh5lxfre9o3ct,message_received,es
1625945768,user_sw3kh5lxfre9o3ct,message_received,es
1625945844,user_sw3kh5lxfre9o3ct,message_received,es
1625945928,user_sw3kh5lxfre9o3ct,message_sent,es
1625946086,user_sw3kh5lxfre9o3ct,message_received,es
1625946109,user_sw3kh5lxfre9o3ct,message_received,es
1625946439,user_sw3kh5lxfre9o3ct,message_sent,es
1625946554,user_sw3kh5lxfre9o3ct,message_received,es
1625946804,user_sw3kh5lxfre9o3ct,message_received,es
1625947138,user_sw3kh5lxfre9o3ct,message_sent,es
1625947479,user_sw3kh5lxfre9o3ct,message_sent,es
1625947481,user_sw3kh5lxfre9o3ct,message_sent,es
1625947513,user_sw3kh5lxfre9o3ct,message_received,es
1625947657,user_sw3kh5lxfre9o3ct,message_sent,es
1625948428,user_sw3kh5lxfre9o3ct,message_received,es
1625948456,user_sw3kh5lxfre9o3ct,message_received,es
1625948672,user_sw3kh5lxfre9o3ct,message_sent,es
1625948997,user_sw3kh5lxfre9o3ct,message_received,es
1625949282,user_sw3kh5lxfre9o3ct,message_received,es
1625949462,user_sw3kh5lxfre9o3ct,message_received,es
1625949687,user_sw3kh5lxfre9o3ct,message_received,es
1625949820,user_sw3kh5lxfre9o3ct,message_sent,es
1625950082,user_sw3kh5lxfre9o3ct,message_sent,es
1625950154,user_sw3kh5lxfre9o3ct,message_received,es
1625950473,user_sw3kh5lxfre9o3ct,message_received,es
1625950502,user_sw3kh5lxfre9o3ct,message_received,es
1625950722,user_sw3kh5lxfre9o3ct,message_sent,es
1625950748,user_sw3kh5lxfre9o3ct,message_received,es
1625950943,user_sw3kh5lxfre9o3ct,message_received,es
1625951020,user_sw3kh5lxfre9o3ct,message_sent,es
1625951136,user_sw3kh5lxfre9o3ct,message_received,es
1625951414,user_sw3kh5lxfre9o3ct,message_sent,es
1625951622,user_sw3kh5lxfre9o3ct,message_sent,es
1625951841,user_sw3kh5lxfre9o3ct,message_sent,es
1625953940,user_sw3kh5lxfre9o3ct,message_received,es
1625954247,user_sw3kh5lxfre9o3ct,message_received,es
1625954486,user_sw3kh5lxfre9o3ct,message_received,es
1625954501,user_sw3kh5lxfre9o3ct,message_received,es
1625954626,user_sw3kh5lxfre9o3ct,message_received,es
1625954986,user_sw3kh5lxfre9o3ct,message_received,es
1625955003,user_sw3kh5lxfre9o3ct,message_received,es
1625955323,user_sw3kh5lxfre9o3ct,message_sent,es
1625955503,user_sw3kh5lxfre9o3ct,message_sent,es
1625955805,user_sw3kh5lxfre9o3ct,message_sent,es
1625956800,user_sw3kh5lxfre9o3ct,message_sent,es
1625956830,user_sw3kh5lxfre9o3ct,message_sent,es
1625956869,user_sw3kh5lxfre9o3ct,message_received,es
1625957031,user_sw3kh5lxfre9o3ct,message_received,es
1625957320,user_sw3kh5lxfre9o3ct,message_sent,es
1625957657,user_sw3kh5lxfre9o3ct,message_received,es
1625957863,user_sw3kh5lxfre9o3ct,message_received,es
1625958161,user_sw3kh5lxfre9o3ct,message_received,es
1625958236,user_sw3kh5lxfre9o3ct,message_received,es
1625958296,user_sw3kh5lxfre9o3ct,message_received,es
1625958625,user_sw3kh5lxfre9o3ct,message_received,es
1625958942,user_sw3kh5lxfre9o3ct,message_sent,es
1625959248,user_sw3kh5lxfre9o3ct,message_received,es
1625959544,user_sw3kh5lxfre9o3ct,message_received,es
1625959706,user_sw3kh5lxfre9o3ct,message_sent,es
1625959983,user_sw3kh5lxfre9o3ct,message_received,es
1625960176,user_sw3kh5lxfre9o3ct,message_sent,es
1625960525,user_sw3kh5lxfre9o3ct,message_received,es
1625960698,user_sw3kh5lxfre9o3ct,message_received,es
1625960712,user_sw3kh5lxfre9o3ct,message_sent,es
1625960784,user_sw3kh5lxfre9o3ct,message_sent,es
1625960997,user_sw3kh5lxfre9o3ct,message_received,es
1625961305,user_sw3kh5lxfre9o3ct,message_received,es
1625961364,user_sw3kh5lxfre9o3ct,message_sent,es
1625961641,user_sw3kh5lxfre9o3ct,message_received,es
1625961708,user_sw3kh5lxfre9o3ct,message_received,es
1625961848,user_sw3kh5lxfre9o3ct,message_received,es
1625962022,user_sw3kh5lxfre9o3ct,message_sent,es
1625962418,user_sw3kh5lxfre9o3ct,message_received,es
1625962646,user_sw3kh5lxfre9o3ct,message_sent,es
1625962667,user_sw3kh5lxfre9o3ct,message_sent,es
1625962976,user_sw3kh5lxfre9o3ct,message_received,es
1625963166,user_sw3kh5lxfre9o3ct,message_sent,es
1625963392,user_sw3kh5lxfre9o3ct,message_received,es
1625963620,user_sw3kh5lxfre9o3ct,message_sent,es
1625964117,user_sw3kh5lxfre9o3ct,message_received,es
1625964380,user_sw3kh5lxfre9o3ct,message_received,es
1625964680,user_sw3kh5lxfre9o3ct,message_received,es
1625964949,user_sw3kh5lxfre9o3ct,message_sent,es
1625965247,user_sw3kh5lxfre9o3ct,message_sent,es
1625965383,user_sw3kh5lxfre9o3ct,message_sent,es
1625965601,user_sw3kh5lxfre9o3ct,message_received,es
1625965867,user_sw3kh5lxfre9o3ct,message_received,es
1625966182,user_sw3kh5lxfre9o3ct,message_sent,es
1625966199,user_sw3kh5lxfre9o3ct,message_received,es
1625966535,user_sw3kh5lxfre9o3ct,message_received,es
1625966639,user_sw3kh5lxfre9o3ct,message_received,es
1625966697,user_sw3kh5lxfre9o3ct,message_sent,es
1625966799,user_sw3kh5lxfre9o3ct,message_received,es
1625966898,user_sw3kh5lxfre9o3ct,message_sent,es
1625966981,user_sw3kh5lxfre9o3ct,message_sent,es
1625967297,user_sw3kh5lxfre9o3ct,message_received,es
1625967565,user_sw3kh5lxfre9o3ct,message_sent,es
1625967886,user_sw3kh5lxfre9o3ct,message_received,es
1625968182,user_sw3kh5lxfre9o3ct,message_received,es
1625968366,user_sw3kh5lxfre9o3ct,message_received,es
1625968569,user_sw3kh5lxfre9o3ct,message_sent,es
1625968580,user_sw3kh5lxfre9o3ct,message_received,es
1625968795,user_sw3kh5lxfre9o3ct,message_received,es
1625969041,user_sw3kh5lxfre9o3ct,message_received,es
1625969192,user_sw3kh5lxfre9o3ct,message_sent,es
1625969405,user_sw3kh5lxfre9o3ct,message_sent,es
1625969643,user_sw3kh5lxfre9o3ct,message_received,es
1625969883,user_sw3kh5lxfre9o3ct,message_received,es
1625969976,user_sw3kh5lxfre9o3ct,message_sent,es
1625970213,user_sw3kh5lxfre9o3ct,message_received,es
1626018095,user_sw3kh5lxfre9o3ct,message_received,es
1626018382,user_sw3kh5lxfre9o3ct,message_sent,es
1626018653,user_sw3kh5lxfre9o3ct,message_sent,es
1626018666,user_sw3kh5lxfre9o3ct,message_received,es
1626018905,user_sw3kh5lxfre9o3ct,message_received,es
1626018914,user_sw3kh5lxfre9o3ct,message_received,es
1626019076,user_sw3kh5lxfre9o3ct,message_sent,es
1626019322,user_sw3kh5lxfre9o3ct,message_sent,es
1626025041,user_sw3kh5lxfre9o3ct,message_received,es
1626025347,user_sw3kh5lxfre9o3ct,message_sent,es
1626025604,user_sw3kh5lxfre9o3ct,message_received,es
1626025864,user_sw3kh5lxfre9o3ct,message_sent,es
1626025979,user_sw3kh5lxfre9o3ct,message_received,es
1626028009,user_sw3kh5lxfre9o3ct,message_received,es
1626028009,user_sw3kh5lxfre9o3ct,message_sent,es
1626028342,user_sw3kh5lxfre9o3ct,message_received,es
1626028515,user_sw3kh5lxfre9o3ct,message_sent,es
1626028838,user_sw3kh5lxfre9o3ct,message_sent,es
1626029004,user_sw3kh5lxfre9o3ct,message_sent,es
1626029324,user_sw3kh5lxfre9o3ct,message_received,es
1626029656,user_sw3kh5lxfre9o3ct,message_sent,es
1626029844,user_sw3kh5lxfre9o3ct,message_received,es
1626030145,user_sw3kh5lxfre9o3ct,message_sent,es
1626032855,user_sw3kh5lxfre9o3ct,message_sent,es
1626033079,user_sw3kh5lxfre9o3ct,message_sent,es
1626033374,user_sw3kh5lxfre9o3ct,message_sent,es
1626033690,user_sw3kh5lxfre9o3ct,message_received,es
1626033721,user_sw3kh5lxfre9o3ct,message_sent,es
1626033745,user_sw3kh5lxfre9o3ct,message_sent,es
1626034021,user_sw3kh5lxfre9o3ct,message_received,es
1626034247,user_sw3kh5lxfre9o3ct,message_sent,es
1626034360,user_sw3kh5lxfre9o3ct,message_received,es
1626034687,user_sw3kh5lxfre9o3ct,message_sent,es
1626034934,user_sw3kh5lxfre9o3ct,message_received,es
1626034992,user_sw3kh5lxfre9o3ct,message_received,es
1626036814,user_sw3kh5lxfre9o3ct,message_received,es
1626036815,user_sw3kh5lxfre9o3ct,message_sent,es
1626036952,user_sw3kh5lxfre9o3ct,message_received,es
1626037032,user_sw3kh5lxfre9o3ct,message_received,es
1626037116,user_sw3kh5lxfre9o3ct,message_received,es
1626037421,user_sw3kh5lxfre9o3ct,message_received,es
1626037554,user_sw3kh5lxfre9o3ct,message_sent,es
1626037809,user_sw3kh5lxfre9o3ct,message_received,es
1626038223,user_sw3kh5lxfre9o3ct,message_received,es
1626038581,user_sw3kh5lxfre9o3ct,message_sent,es
1626038605,user_sw3kh5lxfre9o3ct,message_received,es
1626039756,user_sw3kh5lxfre9o3ct,message_received,es
1626040003,user_sw3kh5lxfre9o3ct,message_sent,es
1626040314,user_sw3kh5lxfre9o3ct,message_received,es
1626040596,user_sw3kh5lxfre9o3ct,message_received,es
1626040722,user_sw3kh5lxfre9o3ct,message_received,es
1626040811,user_sw3kh5lxfre9o3ct,message_received,es
1626040811,user_sw3kh5lxfre9o3ct,message_received,es
1626040898,user_sw3kh5lxfre9o3ct,message_received,es
1626042976,user_sw3kh5lxfre9o3ct,message_received,es
1626043016,user_sw3kh5lxfre9o3ct,message_received,es
1626043332,user_sw3kh5lxfre9o3ct,message_received,es
1626043660,user_sw3kh5lxfre9o3ct,message_received,es
1626044523,user_sw3kh5lxfre9o3ct,message_received,es
1626044772,user_sw3kh5lxfre9o3ct,message_sent,es
1626045007,user_sw3kh5lxfre9o3ct,message_sent,es
1626045122,user_sw3kh5lxfre9o3ct,message_received,es
1626045340,user_sw3kh5lxfre9o3ct,message_received,es
1626045615,user_sw3kh5lxfre9o3ct,message_sent,es
1626045617,user_sw3kh5lxfre9o3ct,message_sent,es
1626045830,user_sw3kh5lxfre9o3ct,message_sent,es
1626046027,user_sw3kh5lxfre9o3ct,message_received,es
1626046117,user_sw3kh5lxfre9o3ct,message_received,es
1626046190,user_sw3kh5lxfre9o3ct,message_received,es
1626046324,user_sw3kh5lxfre9o3ct,message_received,es
1626046667,user_sw3kh5lxfre9o3ct,message_received,es
1626046707,user_sw3kh5lxfre9o3ct,message_sent,es
1626046818,user_sw3kh5lxfre9o3ct,message_received,es
1626046973,user_sw3kh5lxfre9o3ct,message_sent,es
1626047577,user_sw3kh5lxfre9o3ct,message_received,es
1626048382,user_sw3kh5lxfre9o3ct,message_received,es
1626048660,user_sw3kh5lxfre9o3ct,message_sent,es
1626048881,user_sw3kh5lxfre9o3ct,message_received,es
1626048943,user_sw3kh5lxfre9o3ct,message_sent,es
1626049085,user_sw3kh5lxfre9o3ct,message_sent,es
1626049185,user_sw3kh5lxfre9o3ct,message_sent,es
1626049510,user_sw3kh5lxfre9o3ct,message_sent,es
1626049664,user_sw3kh5lxfre9o3ct,message_sent,es
1626049715,user_sw3kh5lxfre9o3ct,message_received,es
1626049736,user_sw3kh5lxfre9o3ct,message_sent,es
1626049883,user_sw3kh5lxfre9o3ct,message_sent,es
1626050003,user_sw3kh5lxfre9o3ct,message_sent,es
1626050356,user_sw3kh5lxfre9o3ct,message_sent,es
1626050410,user_sw3kh5lxfre9o3ct,message_received,es
1626050558,user_sw3kh5lxfre9o3ct,message_sent,es
1626050624,user_sw3kh5lxfre9o3ct,message_received,es
1626050627,user_sw3kh5lxfre9o3ct,message_received,es
1626050788,user_sw3kh5lxfre9o3ct,message_sent,es
1626051066,user_sw3kh5lxfre9o3ct,message_sent,es
1626051200,user_sw3kh5lxfre9o3ct,message_received,es
1626051536,user_sw3kh5lxfre9o3ct,message_sent,es
1626051895,user_sw3kh5lxfre9o3ct,message_received,es
1626052154,user_sw3kh5lxfre9o3ct,message_sent,es
1626052189,user_sw3kh5lxfre9o3ct,message_received,es
1626052479,user_sw3kh5lxfre9o3ct,message_received,es
1626052549,user_sw3kh5lxfre9o3ct,message_received,es
1626052810,user_sw3kh5lxfre9o3ct,message_received,es
1626053169,user_sw3kh5lxfre9o3ct,message_sent,es
1626053246,user_sw3kh5lxfre9o3ct,message_sent,es
1626053479,user_sw3kh5lxfre9o3ct,message_received,es
1626053627,user_sw3kh5lxfre9o3ct,message_sent,es
1626053750,user_sw3kh5lxfre9o3ct,message_sent,es
1626053989,user_sw3kh5lxfre9o3ct,message_received,es
1626054234,user_sw3kh5lxfre9o3ct,message_received,es
1626054581,user_sw3kh5lxfre9o3ct,message_received,es
1626055749,user_sw3kh5lxfre9o3ct,message_received,es
1626056018,user_sw3kh5lxfre9o3ct,message_sent,es
1626056030,user_sw3kh5lxfre9o3ct,message_sent,es
1626056267,user_sw3kh5lxfre9o3ct,message_received,es
1626056368,user_sw3kh5lxfre9o3ct,message_sent,es
1626056634,user_sw3kh5lxfre9o3ct,message_received,es
1626056828,user_sw3kh5lxfre9o3ct,message_sent,es
1626080547,user_sw3kh5lxfre9o3ct,message_received,es
1626080815,user_sw3kh5lxfre9o3ct,message_sent,es
1626080864,user_sw3kh5lxfre9o3ct,message_sent,es
1626081011,user_sw3kh5lxfre9o3ct,message_received,es
1626081142,user_sw3kh5lxfre9o3ct,message_received,es
1626081236,user_sw3kh5lxfre9o3ct,message_received,es
1626081520,user_sw3kh5lxfre9o3ct,message_received,es
1626081534,user_sw3kh5lxfre9o3ct,message_sent,es
1626081860,user_sw3kh5lxfre9o3ct,message_received,es
1626081918,user_sw3kh5lxfre9o3ct,message_received,es
1626089692,user_sw3kh5lxfre9o3ct,message_sent,es
1626089929,user_sw3kh5lxfre9o3ct,message_received,es
1626089967,user_sw3kh5lxfre9o3ct,message_received,es
1626090062,user_sw3kh5lxfre9o3ct,message_received,es
1626090364,user_sw3kh5lxfre9o3ct,message_received,es
1626090695,user_sw3kh5lxfre9o3ct,message_sent,es
1626091010,user_sw3kh5lxfre9o3ct,message_received,es
1626091362,user_sw3kh5lxfre9o3ct,message_sent,es
1626091398,user_sw3kh5lxfre9o3ct,message_received,es
1626091543,user_sw3kh5lxfre9o3ct,message_sent,es
1626101851,user_sw3kh5lxfre9o3ct,message_sent,es
1626102066,user_sw3kh5lxfre9o3ct,message_sent,es
1626102069,user_sw3kh5lxfre9o3ct,message_received,es
1626102265,user_sw3kh5lxfre9o3ct,message_sent,es
1626102566,user_sw3kh5lxfre9o3ct,message_sent,es
1626102825,user_sw3kh5lxfre9o3ct,message_sent,es
1626102849,user_sw3kh5lxfre9o3ct,message_sent,es
1626115088,user_sw3kh5lxfre9o3ct,message_received,es
1626115221,user_sw3kh5lxfre9o3ct,message_received,es
1626115231,user_sw3kh5lxfre9o3ct,message_received,es
1626115298,user_sw3kh5lxfre9o3ct,message_sent,es
1626115312,user_sw3kh5lxfre9o3ct,message_received,es
1626115342,user_sw3kh5lxfre9o3ct,message_received,es
1626115398,user_sw3kh5lxfre9o3ct,message_received,es
1626127793,user_sw3kh5lxfre9o3ct,message_sent,es
1626127909,user_sw3kh5lxfre9o3ct,message_received,es
1626128050,user_sw3kh5lxfre9o3ct,message_received,es
1626128296,user_sw3kh5lxfre9o3ct,message_received,es
1626128416,user_sw3kh5lxfre9o3ct,message_received,es
1626128549,user_sw3kh5lxfre9o3ct,message_sent,es
1626128726,user_sw3kh5lxfre9o3ct,message_sent,es
1626129076,user_sw3kh5lxfre9o3ct,message_received,es
1626129408,user_sw3kh5lxfre9o3ct,message_received,es
1626129425,user_sw3kh5lxfre9o3ct,message_sent,es
1626129516,user_sw3kh5lxfre9o3ct,message_received,es
1626129638,user_sw3kh5lxfre9o3ct,message_received,es
1626129856,user_sw3kh5lxfre9o3ct,message_received,es
1626129997,user_sw3kh5lxfre9o3ct,message_received,es
1626130338,user_sw3kh5lxfre9o3ct,message_sent,es
1626130500,user_sw3kh5lxfre9o3ct,message_sent,es
1626130603,user_sw3kh5lxfre9o3ct,message_received,es
1626130921,user_sw3kh5lxfre9o3ct,message_sent,es
1626131261,user_sw3kh5lxfre9o3ct,message_received,es
1626131498,user_sw3kh5lxfre9o3ct,message_sent,es
1626131533,user_sw3kh5lxfre9o3ct,message_received,es
1626131663,user_sw3kh5lxfre9o3ct,message_received,es
1626131867,user_sw3kh5lxfre9o3ct,message_received,es
1626131895,user_sw3kh5lxfre9o3ct,message_received,es
1626132011,user_sw3kh5lxfre9o3ct,message_sent,es
1626132278,user_sw3kh5lxfre9o3ct,message_sent,es
1626132384,user_sw3kh5lxfre9o3ct,message_received,es
1626132451,user_sw3kh5lxfre9o3ct,message_received,es
1626132636,user_sw3kh5lxfre9o3ct,message_received,es
1626132646,user_sw3kh5lxfre9o3ct,message_received,es
1626132923,user_sw3kh5lxfre9o3ct,message_received,es
1626133472,user_sw3kh5lxfre9o3ct,message_received,es
1626133783,user_sw3kh5lxfre9o3ct,message_received,es
1626133915,user_sw3kh5lxfre9o3ct,message_sent,es
1626134192,user_sw3kh5lxfre9o3ct,message_received,es
1626134428,user_sw3kh5lxfre9o3ct,message_sent,es
1626134675,user_sw3kh5lxfre9o3ct,message_sent,es
1626135026,user_sw3kh5lxfre9o3ct,message_sent,es
1626135346,user_sw3kh5lxfre9o3ct,message_received,es
1626135522,user_sw3kh5lxfre9o3ct,message_received,es
1626135670,user_sw3kh5lxfre9o3ct,message_received,es
1626136634,user_sw3kh5lxfre9o3ct,message_received,es
1626136954,user_sw3kh5lxfre9o3ct,message_received,es
1626136990,user_sw3kh5lxfre9o3ct,message_sent,es
1626137052,user_sw3kh5lxfre9o3ct,message_sent,es
1626137298,user_sw3kh5lxfre9o3ct,message_sent,es
1626137452,user_sw3kh5lxfre9o3ct,message_sent,es
1626137671,user_sw3kh5lxfre9o3ct,message_sent,es
1626137941,user_sw3kh5lxfre9o3ct,message_received,es
1626137950,user_sw3kh5lxfre9o3ct,message_received,es
1626138035,user_sw3kh5lxfre9o3ct,message_sent,es
1626138116,user_sw3kh5lxfre9o3ct,message_received,es
1626138417,user_sw3kh5lxfre9o3ct,message_received,es
1626138455,user_sw3kh5lxfre9o3ct,message_sent,es
1626138708,user_sw3kh5lxfre9o3ct,message_sent,es
